channel_id,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos,new_tags,Month
CHt_UFh,Comedy,PT9M40S,"['선양공주', '레이디액션', '밀착취재', '24시간 밀착취재', '임선양', '레이디액션 참교육', '레이디액션 유형', '임슬기', '레이디 액션', '인스타충']",[레이디액션's PROFILE]   임선양 / 27   임슬기 / 27오늘도 레이디액션의 영상을 재밌게 봐 주셔서 감사합니다 :)궁상녀들의 삶 ep.1 👉🏻 https://youtu.be/QSW7yKBjsT0▶광고 및 협찬 문의용 메일 : ladac95@naver.com▶유튜브 구독하기 : https://www.youtube.com/channel/UCt_UFhBBHk5rQPQv12Y7RHg▶페이스북 팔로우 : https://www.facebook.com/ladyaction624▶인스타그램 주소 :임선양 https://www.instagram.com/sunyang0ju/임슬기 https://www.instagram.com/seulgoooooo/이 영상은 유플러스 알뜰모바일의 지원을 받아 제작되었습니다.#알뜰폰 #이십세요금제 #20대재테크,2021-04-12,2021-04-14,14,43,243502,310973,4902,5262,128,191,877,959,508000,508000,207356692,208156474,316,316,레이디액션,4
CHt_UFh,Comedy,PT10M43S,"['유교걸', '레이디액션', '24시간 밀착취재', '임선양', '레이디액션 참교육', '레이디액션 유형', '임슬기', '레이디 액션', '인스타충']",[레이디액션's PROFILE]   임선양 / 27   임슬기 / 27#인스타충 #유교걸 #24시간밀착취재오늘도 레이디액션의 영상을 재밌게 봐 주셔서 감사합니다 :)▶광고 및 협찬 문의용 메일 : ladac95@naver.com▶유튜브 구독하기 : https://www.youtube.com/channel/UCt_UFhBBHk5rQPQv12Y7RHg▶페이스북 팔로우 : https://www.facebook.com/ladyaction624▶인스타그램 주소 :임선양 https://www.instagram.com/sunyang0ju/임슬기 https://www.instagram.com/seulgoooooo/,2021-04-28,2021-04-30,18,49,247233,324091,6342,7078,161,206,1260,1373,512000,513000,213260419,213985432,320,320,레이디액션,4
CHUkuuo,Science & Technology,PT1M57S,"['과학', '뉴스', '사이언스투데이', 'ytn사이언스', '사이언스tv']","[앵커]코로나19 바이러스의 유전 정보 전체를 세계 최초로 분석했던 국내 연구팀이 이번에는 코로나 19 바이러스의 증식을 억제하는 단백질을 찾았습니다.단백질을 활용하면 더욱 효과적인 코로나19 치료제 개발에도 큰 도움이 될 것으로 보입니다.이혜리 기자의 보도입니다.[기자]미국 질병통제예방센터가 만든 코로나19 바이러스의 모습입니다.바이러스가 세포 속으로 들어와 단백질과 결합한 뒤에 감염을 일으킵니다.하지만 바이러스가 어떤 단백질과 어떻게 결합하는지는 아직 정확히 알려지지 않았습니다.국내 연구진이 코로나19 바이러스와 결합하는 단백질 109개를 모두 찾아냈습니다.그런 다음 단백질과 바이러스의 결합 과정을 살폈더니, 단백질 17개가 바이러스의 증식을 억제한다는 사실을 확인했습니다.바이러스가 몸 안에 들어와 다른 세포를 감염시키지 못하도록 단백질이 방해하는 역할을 하는 겁니다.반대로 바이러스 증식을 돕는 단백질 8개도 발견했습니다.[김빛내리 / 기초과학연구원 RNA 연구단장 : (바이러스가) 세포 내 단백질과 결합하는 과정이 바이러스 생활사에서 굉장히 중요한 부분입니다. (바이러스와 결합하는) 100여 개 단백질을 찾았고 그중에서 여러 단백질이 바이러스를 도와주거나 혹은 방어하는 데 이용되거나 하는 걸 발견했습니다.]연구팀은 코로나19 바이러스의 증식에 관여하는 단백질에 대한 추가 연구가 진행되면, 치료제 개발에도 큰 도움이 될 것으로 내다봤습니다.[최 연 / IBS RNA 연구단 연구원 : 단백질이 얼마나 결합을 잘하는지 결합 강도의 순위도 볼 수 있기 때문에 후속 연구에도 도움이 된다고 할 수 있겠습니다.]앞서 연구팀은 지난해 4월 코로나 19 바이러스의 유전 정보가 담긴 RNA 전체를 세계 최초로 분석해 과학계의 주목을 받았습니다.YTN 사이언스 이혜리[leehr2016@ytn.co.kr]입니다.[YTN 사이언스 기사원문] https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=&key=202104291115314402",2021-05-01,2021-05-01,41,41,170979,170979,1546,1546,93,93,650,650,27100,27100,14538274,14538274,12779,12779,ytn사이언스,4
CH20WKI,Comedy,PT31S,Null,#하카소 #코빅 #하준수,2021-04-29,2021-04-29,23,23,630626,630626,6845,6845,106,106,847,847,62200,62200,2645360,2645360,6,6,하준수,4
CHreX6A,Entertainment,PT9M10S,"['fangirling', 'star', 'kpop', 'korea']",뭐...? 퀸덤 때 그 잔근육이 사실... 근육이 아니었다고..?🤔역주행의 신화💓 고로나 시대의 활력소💓 뿌야호🎶 브레이브걸스 💘뭐라도 먹이고 싶은 찐.덕.후.의 마음으로 준비한                                                          덕기자의  𝓪𝓯𝓽𝓮𝓻𝓷𝓸𝓸𝓷 𝓽𝓮𝓪 𝔀𝓲𝓽𝓱 𝓼𝓽𝓪𝓻 ✨지금 바로 즐겨보세요 😉4:51 조취 → 조치 (오탈자 검수에 더욱 신경쓰는 덕기자 되겠습니다 🥺)#역주행 #롤린 #브레이브걸스 #유정 #유나 #민영 #은지 #브걸=====================================================[ 한국일보가 만드는 창조적 연예계 덕질 공간 ]덕질하는기자 구독하기  https://goo.gl/YeoYAT[ 비즈니스 | For Business ]hanp06@hankookilbo.com[ 다양한 곳에서 덕질하는기자 만나기 Social Media ]Facebook : https://goo.gl/3wkzs8Twitter : https://twitter.com/idoldkInstagram : @idoldkNaver TV: https://tv.naver.com/duckreporterCOPYRIGHT ⓒ 덕질하는기자 ALL RIGHTS RESERVED======================================================,2021-04-14,2021-04-14,18,18,109970,109970,2829,2829,22,22,533,533,55100,55100,33572181,33572181,834,834,fangirling,4
CH20WKI,Comedy,PT2M43S,"['코빅', '코미디빅리그', '하준수 그림', '하준수 캐리커쳐', '하카소']",#이상준 #캐리커쳐 #메기너무 많이 그려 본 선배님이라서 너무 빨리 그려버렸어요...,2021-04-28,2021-04-28,33,33,324804,324804,8311,8311,63,63,898,898,57800,57800,1888876,1888876,6,6,하준수,4
CHreX6A,Entertainment,PT8M51S,"['fangirling', 'star', 'kpop', 'korea']",드.디.어. 덕기자도 만났습니다😉역주행의 신화💓 고로나 시대의 활력소💓 뿌야호🎶 #브레이브걸스 💘뭐라도 먹이고 싶은 찐.덕.후.의 마음으로 준비한                                                          덕기자의 애프터눈티 WITH 스타 ✨지금 바로 즐겨보세요 😉#유정 #유나 #민영 #은지 #역주행 #롤린=====================================================[ 한국일보가 만드는 창조적 연예계 덕질 공간 ]덕질하는기자 구독하기  https://goo.gl/YeoYAT[ 비즈니스 | For Business ]hanp06@hankookilbo.com[ 다양한 곳에서 덕질하는기자 만나기 Social Media ]Facebook : https://goo.gl/3wkzs8Twitter : https://twitter.com/idoldkInstagram : @idoldkNaver TV: https://tv.naver.com/duckreporterCOPYRIGHT ⓒ 덕질하는기자 ALL RIGHTS RESERVED======================================================,2021-04-05,2021-04-05,31,31,100662,100662,3752,3752,15,15,765,765,54800,54800,33281908,33281908,828,828,fangirling,4
CH2o_y8,Comedy,PT9M19S,"['하우스어택', '박민정', '촉형']",조재원 & 박민정 유튜브 구독!#박민정 #촉형 #하우스어택,2021-04-05,2021-04-07,20,49,648491,838880,4270,4965,128,180,324,393,1540000,1540000,370390530,371287897,248,248,박민정,4
CHm2PiW,Entertainment,PT2M8S,"['돈', '광고', '수익', '유튜버', '영상', '스토리', '유튜브']","이 영상이 일주일 안에 좋아요 5만개가 넘으면870만 조회수로 제 채널 최다 조회수 영상인카카오톡 영상의 수익을 공개하도록 하겠습니다.유튜버 수익 분석 사이트(광고 아니에요):https://kr.noxinfluencer.com/어디까지나 '추정' 수익 이며,모든 유튜버들에게 해당되는 내용이 아니라는 점감안하고 시청해주시면 감사하겠습니다.BGM: Operatic 3 - Vibe Mountainhttps://youtu.be/yUHkIKNh7M4나레이션: 유튜버 '원우주'원우주님 채널도 많이 사랑해주세요!https://www.youtube.com/channel/UCxu5l_ohsHeUL18DMZ8qL_whttp://bj.afreecatv.com/woojoo94아웃트로 아이디어 참조:Quirkology - Speed Readinghttps://youtu.be/K8dIVNDMA_0디스코드:https://discord.gg/KYWs4rKfVw#유튜브 #수익 #스토리",2021-04-11,2021-04-12,24,50,306869,361676,20801,22510,92,111,2305,2469,454000,456000,60488603,60895385,34,34,스토리,4
CHcQ3rs,People & Blogs,PT3M15S,"['미란이', '미란이뮤비', '데이지']",난 더이상 봄이 무섭지 않아미란이 (Mirani) - Daisy (Feat. pH-1)Listen and downloadhttps://smarturl.it/MIRANI_DAISYFollow@미란이 (Mirani)Instagram : https://www.instagram.com/mirannnnnnni/@AREAInstagram : https://www.instagram.com/areainarea/,2021-04-09,2021-04-09,22,22,313760,313760,15791,15791,90,90,2079,2079,180000,180000,13464439,13464439,22,22,데이지,4
CHj3_t5,News & Politics,PT1M17S,"['중국', '일본', '항공모함', '디지털', '미국', '화제', '연합뉴스', '랴오닝', '뉴스', 'yonhapnews', '이슈', '영상', 'news', '랴오닝함', '미군']",중국 항모 랴오닝함의 굴욕…이번엔 일본 함정이 미행    (서울=연합뉴스) 미군 지휘관들이 중국군 항공모함 랴오닝함을 근거리에서 여유롭게 지켜보는 사진이 공개돼 관심을 모은 가운데 이번에는 일본 해상자위대 소형 구축함이 랴오닝함을 따라붙는 사진이 트위터에 공개됐습니다.     홍콩 명보는 이 사진이 트위터 계정 '@shiwenye3'에 올라왔으며 이들 함정을 근거리에서 지켜본 중국계 미군 병사가 이 트위터 계정을 관리하는 것으로 알려졌다고 19일 보도했습니다.     트위터 계정에는 나는 요즘 남중국해에서 중국 함정을 따라다니고 있다. 나는 그들이 대만에 이상한 짓을 하질 않기를 진심으로 희망한다는 글이 게시돼 있었는데요.     홍콩 빈과일보는 이 트위터 계정에 중국 J-15 전투기가 랴오닝함에 착륙하는 영상도 올라왔다고 전했습니다.     현재 해당 트위터 계정은 삭제됐으나 관련 사진들은 인터넷에 퍼져나간 상태인데요.     영상으로 보시죠.     [제작: 황윤정·김도희]    [영상: 로이터]#연합뉴스 #중국 #랴오닝함 #중국_항공모함 #중국_항모 #랴오닝호 ◆ 연합뉴스 유튜브  : https://www.youtube.com/yonhap◆ 연합뉴스 홈페이지→ http://www.yna.co.kr/◆ 연합뉴스 페이스북→ https://www.facebook.com/yonhap/◆ 연합뉴스 인스타 : https://goo.gl/UbqiQb◆ 연합뉴스 비디오메타 채널https://www.youtube.com/channel/UCTMCrbtHU0M0SR6TuBrL4Pw,2021-04-21,2021-04-21,14,14,1168420,1168420,5770,5770,389,389,2213,2213,338000,338000,751092862,751092862,25010,25010,news,4
CHLJNGm,People & Blogs,PT12M3S,"['분봉', '여왕벌', '프응', '양봉', '양봉업자', '말벌', '꿀벌']",왕대 너무 징그럽고프응TV 인스타그램: honeybeefather문의 메일: sph-w4100@naver.com프응 아버지가 운영하는 펜션:https://m.place.naver.com/accommodation/1394697949/home?entry=plt&businessCategory=pension,2021-05-03,2021-05-03,43,43,242392,242392,4434,4434,106,106,625,625,281000,281000,63269081,63269081,137,137,꿀벌,4
CHHXnna,Pets & Animals,PT6M1S,"['otter', '아기수달', '수달키우기', 'baby otter', 'sea otter', '해달', 'otter pet', 'カワウソ', 'nutrias', '水獺', '수달']","*이웃집수달은 정식동물원 등록 및 수달 사육시설등록을 완료해 합법적으로 수달을 키우고 있습니다.수달가족 돌체♥라떼 = 모카돌체 / 아빠수달 / 2살: 장꾸, 친화력 좋은 남자아이/까만 입술과 코라떼 / 엄마수달 / 7살 : 새침도도공주님, 표정이 풍부한 여자아이/분홍한 입술과 코! 모카 / 아기수달(여) / 2021.02.04 오전 9시 42분: 돌체, 라떼사이에서 태어난 공주님, 엄마아빠와 집사들의 사랑을 먹고 무럭무럭 자라는 중!▷집주소 : 대구 중구 명덕로 99, 5층 이웃집수달 http://naver.me/GT0Oy391▷콜라보&광고,협찬&기타문의 :  E-mail - senacein910@gmail.com▷인스타그램 :  http://instagram.com/neighbor_otter▷투네이션-https://toon.at/donate/otter*멸종위기의 수달에게 관심과 사랑을 주세요!*Otter's Home have completed the official zoo permit and the otter care facility permit.We are raising otters legally.Otter Family Dolce♥Latte=MochaDolce / Daddy otter / 2 year old: mischievous,  friendly boy/black lips and nose! Latte / Mommy otter /7 years old: Lofty Princess,  a girl full of facial expressions/pink lips and nose!Mocha / baby otter(Girl) / 2021.02.04 AM 9 : 42 Born: She is growing up after eating the love of her mother latte and father Dolce.*Give attention and love to endangered otters!",2021-04-08,2021-04-09,9,20,366073,528482,8340,9861,76,101,961,1078,127000,130000,17570510,18185687,204,204,otter,4
CHXZx95,Entertainment,PT13M6S,"['슈벌맨', '슈펄맨', '틱톡유행', '급식왕', '꿀잼', '초대형 접어먹는사탕', '초대형 팝잇', '웃소', '흔한남매', '재미', '대왕 접는사탕', '허팝', '접어먹는사탕', '틱톡', '대결', '수뻘맨', '파뿌리24', '보물찾기', '수퍼맨', '팝잇', '유행', '슈뻘맨', '웃소 유형', '슈버맨', '파뿌리', '접는사탕']",뻘둥이들아 안녕!!ㅎㅎㅎ오늘은 틱톡에서 유행하는 접어먹는 사탕을슈뻘맨이 초대형으로 만들어봤어!!!!접어먹는 사탕을 어떻게 초대형으로 만들까...??그리고 중요한건......이거..어떻게 접는거지..??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ영상 재밌으니까 꼭 끝까지 봐주기!!!슈뻘맨을 사랑해주고 응원해주는 뻘둥이들~!!!항상 고마워!!더 열심히 뻘짓하는 슈뻘맨이 될게 형들 응원해줘!!슈뻘맨의 슈퍼 뻘짓 영상은 매주 월요일!! 목요일!! 토요일!! 오후 4시30분에 업로드 되고 있어!많은 기대와 관심 부탁해!!슈뻘맨 틱톡이 있어요! 놀러와~https://vt.tiktok.com/DhQCuj/그럼 우리 다음 뻘짓에 만나요 !! 안뇽~~#초대형접어먹는사탕 #초대형 #접어먹는사탕 #접는사탕 #틱톡유행 #틱톡Music provided by 브금대통령Track : Flamenco In The Sunset - https://youtu.be/H6LWxP4RsJgMusic provided by 브금대통령Track : Walking in the Morning - https://youtu.be/kgF_o28SqlUMusic provided by 브금대통령Track : 나를 소개하지 2 - https://youtu.be/82Ayly13vMMMusic provided by 브금대통령 Track : Une Petite Dispute - https://youtu.be/NWITLjXsBj4 Music provided by 브금대통령 Track : Laughing Horse - https://youtu.be/JQGXPrsi408 Music provided by 브금대통령 Track : Snow Castle - https://youtu.be/ZjUk9NT-mE4 Music provided by 브금대통령 Track : 귀여운 BGM 모음 2 - https://youtu.be/Gkh-wz-cHyg Music provided by 브금대통령Track : Toy Marching Band - https://youtu.be/-lvgHQ3WxM8Music provided by 브금대통령 Track : 참나 어이가없어서 - https://youtu.be/sjMoahChxZo Music provided by 브금대통령Track : Justice of Law - https://youtu.be/r1nYkx8XR3QMusic provided by 브금대통령Track : 6.6  - https://youtu.be/LrtnRjRTADEMusic provided by 브금대통령Track : 그 빵은 내꺼야  - https://youtu.be/Jyh4ETOLIhQMusic provided by 브금대통령Track : I Wanna Get Da Punk - https://youtu.be/uR6JC70Uus8Music provided by 브금대통령Track : 뒤뚱뒤뚱 - https://youtu.be/X_88SH4Z_CQMusic provided by 브금대통령Track : Black Comedy - https://youtu.be/gHlSF3VpB9UMusic provided by 브금대통령Track : I'm a GameMaster  - https://youtu.be/agVOHCLzG9sMusic provided by 브금대통령 Track : Dynamic Birthday - https://youtu.be/xdD0dM24IWY Music provided by 브금대통령Track : A Village of Andes - https://youtu.be/KK5SE8hnFgQ Music by 브금대통령  Music provided by 브금대통령 Youtube :https://www.youtube.com/channel/UC7oH_BYk5rSP0JF7IDn-jRQ/ Homepage : https://miocross0145.wixsite.com/bgmpresident/+by 브금팩토리 https://bgmfactory.com/,2021-04-19,2021-04-19,50,50,115153,115153,1912,1912,171,171,1055,1055,185000,185000,49350865,49350865,294,294,팝잇,4
CHLJNGm,People & Blogs,PT8M47S,"['꿀', '분봉', '여왕벌', '프응', '양봉', '양봉업자', '말벌', '벌', '꿀벌']",양봉이즈베리디피컬트프응TV 인스타그램: honeybeefather문의 메일: sph-w4100@naver.com프응 아버지가 운영하는 펜션:https://m.place.naver.com/accommodation/1394697949/home?entry=plt&businessCategory=pension,2021-04-29,2021-05-01,11,50,256530,353187,4040,4903,56,82,542,661,276000,278000,61600512,62398241,135,136,꿀벌,4
CHXZx95,Entertainment,PT13M3S,"['슈벌맨', '슈펄맨', '급식왕', '꿀잼', '초대형 팝잇', '웃소', '흔한남매', '초거대 푸시팝', '푸시팝', '방실이', '허팝', '초대형 푸시팝', '두더지', '버섯도리', '대결', '수뻘맨', '파뿌리24', '보물찾기', '띠미', '초거대 팝잇', '수퍼맨', '팝잇', '옐언니', '슈뻘맨', '웃소 유형', '슈버맨', '파뿌리', '재미']",안녕 뻘둥이들아!!ㅎㅎㅎ오늘은 요즘 유행하고 있는 푸시팝을슈뻘맨이 초대형으로 만들어 봤어!!기본 푸시팝은 많이 봤을텐데초대형 푸시팝은 다들 처음일꺼야!!ㅎㅎㅎ과연 슈뻘맨의 초대형 푸시팝은 어떻게 만들어질까??영상 재밌으니까 끝까지 봐주기!!!ㅋㅋㅋㅋㅋㅋ슈뻘맨을 사랑해주고 응원해주는 뻘둥이들~!!!항상 고마워!!더 열심히 뻘짓하는 슈뻘맨이 될게 형들 응원해줘!!슈뻘맨의 슈퍼 뻘짓 영상은 매주 월요일!! 목요일!! 토요일!! 오후 4시30분에 업로드 되고 있어!많은 기대와 관심 부탁해!!슈뻘맨 틱톡이 있어요! 놀러와~https://vt.tiktok.com/DhQCuj/그럼 우리 다음 뻘짓에 만나요 !! 안뇽~~#팝잇 #초대형팝잇 #초대형 #초거대푸시팝 #푸시팝 #초대형푸시팝Music provided by 브금대통령Track : Flamenco In The Sunset Music provided by 브금대통령Track : Walking in the MorningMusic provided by 브금대통령Track : 나를 소개하지 2Music provided by 브금대통령 Track : Une Petite Dispute  Music provided by 브금대통령 Track : Laughing HorseMusic provided by 브금대통령 Track : Snow CastleMusic provided by 브금대통령 Track : 귀여운 BGM 모음 2  Music provided by 브금대통령Track : Toy Marching Band8Music provided by 브금대통령 Track : 참나 어이가없어서 Music provided by 브금대통령Track : Justice of LawMusic provided by 브금대통령Track : 6.6 Music provided by 브금대통령Track : 그 빵은 내꺼야Music provided by 브금대통령Track : I Wanna Get Da PunkMusic provided by 브금대통령Track : 뒤뚱뒤뚱Music provided by 브금대통령Track : Black ComedyMusic provided by 브금대통령Track : I'm a GameMaster  Music provided by 브금대통령 Track : Dynamic Birthday Music provided by 브금대통령Track : A Village of Andes  Music by 브금대통령  Music provided by 브금대통령 Youtube :https://www.youtube.com/channel/UC7oH_BYk5rSP0JF7IDn-jRQ/ Homepage : https://miocross0145.wixsite.com/bgmpresident/+by 브금팩토리 https://bgmfactory.com/,2021-04-12,2021-04-15,15,44,177549,302850,1846,2526,180,370,879,1125,182000,183000,48047472,48598156,292,292,팝잇,4
